talla;la;ma;sa;lo;mo;so
80.8;-0.3833;10.2542;0.08930;-0.3521;10.5970;0.08297
80.9;-0.3833;10.2753;0.08929;-0.3521;10.6161;0.08295
81.0;-0.3833;10.2965;0.08928;-0.3521;10.6352;0.08293
81.1;-0.3833;10.3178;0.08927;-0.3521;10.6544;0.08291
81.2;-0.3833;10.3393;0.08926;-0.3521;10.6737;0.08290
81.3;-0.3833;10.3608;0.08925;-0.3521;10.6931;0.08288
81.4;-0.3833;10.3824;0.08924;-0.3521;10.7126;0.08286
81.5;-0.3833;10.4041;0.08923;-0.3521;10.7322;0.08284
81.6;-0.3833;10.4258;0.08922;-0.3521;10.7520;0.08282
81.7;-0.3833;10.4477;0.08921;-0.3521;10.7718;0.08279
81.8;-0.3833;10.4697;0.08920;-0.3521;10.7918;0.08277
81.9;-0.3833;10.4918;0.08919;-0.3521;10.8119;0.08275
82.0;-0.3833;10.5140;0.08918;-0.3521;10.8321;0.08273
82.1;-0.3833;10.5363;0.08917;-0.3521;10.8524;0.08270
82.2;-0.3833;10.5586;0.08916;-0.3521;10.8728;0.08268
82.3;-0.3833;10.5811;0.08915;-0.3521;10.8934;0.08265
82.4;-0.3833;10.6037;0.08915;-0.3521;10.9142;0.08263
82.5;-0.3833;10.6263;0.08914;-0.3521;10.9350;0.08260
82.6;-0.3833;10.6491;0.08913;-0.3521;10.9560;0.08258
82.7;-0.3833;10.6719;0.08912;-0.3521;10.9772;0.08255
82.8;-0.3833;10.6948;0.08911;-0.3521;10.9985;0.08252
82.9;-0.3833;10.7178;0.08910;-0.3521;11.0199;0.08249
83.0;-0.3833;10.7410;0.08910;-0.3521;11.0415;0.08246
83.1;-0.3833;10.7641;0.08909;-0.3521;11.0632;0.08244
83.2;-0.3833;10.7874;0.08908;-0.3521;11.0851;0.08241
83.3;-0.3833;10.8108;0.08907;-0.3521;11.1071;0.08238
83.4;-0.3833;10.8343;0.08907;-0.3521;11.1293;0.08235
83.5;-0.3833;10.8578;0.08906;-0.3521;11.1516;0.08231
83.6;-0.3833;10.8814;0.08905;-0.3521;11.1740;0.08228
83.7;-0.3833;10.9051;0.08905;-0.3521;11.1966;0.08225
83.8;-0.3833;10.9289;0.08904;-0.3521;11.2193;0.08222
83.9;-0.3833;10.9527;0.08903;-0.3521;11.2422;0.08219
84.0;-0.3833;10.9767;0.08903;-0.3521;11.2651;0.08215
84.1;-0.3833;11.0007;0.08902;-0.3521;11.2882;0.08212
84.2;-0.3833;11.0248;0.08902;-0.3521;11.3114;0.08209
84.3;-0.3833;11.0489;0.08901;-0.3521;11.3347;0.08205
84.4;-0.3833;11.0731;0.08901;-0.3521;11.3581;0.08202
84.5;-0.3833;11.0974;0.08900;-0.3521;11.3817;0.08198
84.6;-0.3833;11.1218;0.08900;-0.3521;11.4053;0.08195
84.7;-0.3833;11.1462;0.08899;-0.3521;11.4290;0.08191
84.8;-0.3833;11.1707;0.08899;-0.3521;11.4529;0.08188
84.9;-0.3833;11.1952;0.08899;-0.3521;11.4768;0.08184
85.0;-0.3833;11.2198;0.08898;-0.3521;11.5007;0.08181
85.1;-0.3833;11.2444;0.08898;-0.3521;11.5248;0.08177
85.2;-0.3833;11.2691;0.08897;-0.3521;11.5490;0.08174
85.3;-0.3833;11.2939;0.08897;-0.3521;11.5732;0.08170
85.4;-0.3833;11.3187;0.08897;-0.3521;11.5975;0.08166
85.5;-0.3833;11.3435;0.08897;-0.3521;11.6218;0.08163
85.6;-0.3833;11.3684;0.08896;-0.3521;11.6462;0.08159
85.7;-0.3833;11.3934;0.08896;-0.3521;11.6707;0.08156
85.8;-0.3833;11.4183;0.08896;-0.3521;11.6952;0.08152
85.9;-0.3833;11.4434;0.08896;-0.3521;11.7198;0.08148
86.0;-0.3833;11.4684;0.08895;-0.3521;11.7444;0.08145
86.1;-0.3833;11.4935;0.08895;-0.3521;11.7690;0.08141
86.2;-0.3833;11.5186;0.08895;-0.3521;11.7937;0.08138
86.3;-0.3833;11.5437;0.08895;-0.3521;11.8184;0.08134
86.4;-0.3833;11.5689;0.08895;-0.3521;11.8431;0.08131
86.5;-0.3833;11.5940;0.08895;-0.3521;11.8678;0.08128
86.6;-0.3833;11.6192;0.08895;-0.3521;11.8926;0.08124
86.7;-0.3833;11.6444;0.08895;-0.3521;11.9173;0.08121
86.8;-0.3833;11.6696;0.08895;-0.3521;11.9421;0.08118
86.9;-0.3833;11.6948;0.08895;-0.3521;11.9668;0.08114
87.0;-0.3833;11.7201;0.08895;-0.3521;11.9916;0.08111
87.1;-0.3833;11.7453;0.08895;-0.3521;12.0163;0.08108
87.2;-0.3833;11.7705;0.08895;-0.3521;12.0411;0.08105
87.3;-0.3833;11.7957;0.08895;-0.3521;12.0658;0.08102
87.4;-0.3833;11.8209;0.08895;-0.3521;12.0905;0.08099
87.5;-0.3833;11.8461;0.08895;-0.3521;12.1152;0.08096
87.6;-0.3833;11.8713;0.08896;-0.3521;12.1398;0.08093
87.7;-0.3833;11.8965;0.08896;-0.3521;12.1645;0.08090
87.8;-0.3833;11.9217;0.08896;-0.3521;12.1891;0.08087
87.9;-0.3833;11.9468;0.08896;-0.3521;12.2136;0.08084
88.0;-0.3833;11.9720;0.08896;-0.3521;12.2382;0.08082
88.1;-0.3833;11.9971;0.08897;-0.3521;12.2627;0.08079
88.2;-0.3833;12.0223;0.08897;-0.3521;12.2871;0.08076
88.3;-0.3833;12.0474;0.08897;-0.3521;12.3116;0.08074
88.4;-0.3833;12.0725;0.08898;-0.3521;12.3360;0.08071
88.5;-0.3833;12.0976;0.08898;-0.3521;12.3603;0.08069
88.6;-0.3833;12.1227;0.08898;-0.3521;12.3846;0.08067
88.7;-0.3833;12.1478;0.08899;-0.3521;12.4089;0.08064
88.8;-0.3833;12.1728;0.08899;-0.3521;12.4332;0.08062
88.9;-0.3833;12.1978;0.08900;-0.3521;12.4574;0.08060
89.0;-0.3833;12.2229;0.08900;-0.3521;12.4815;0.08058
89.1;-0.3833;12.2479;0.08901;-0.3521;12.5057;0.08056
89.2;-0.3833;12.2729;0.08901;-0.3521;12.5298;0.08054
89.3;-0.3833;12.2978;0.08902;-0.3521;12.5538;0.08052
89.4;-0.3833;12.3228;0.08902;-0.3521;12.5778;0.08050
89.5;-0.3833;12.3477;0.08903;-0.3521;12.6017;0.08048
89.6;-0.3833;12.3727;0.08903;-0.3521;12.6257;0.08047
89.7;-0.3833;12.3976;0.08904;-0.3521;12.6495;0.08045
89.8;-0.3833;12.4225;0.08904;-0.3521;12.6734;0.08044
89.9;-0.3833;12.4474;0.08905;-0.3521;12.6972;0.08042
90.0;-0.3833;12.4723;0.08906;-0.3521;12.7209;0.08041
90.1;-0.3833;12.4971;0.08906;-0.3521;12.7446;0.08039
90.2;-0.3833;12.5220;0.08907;-0.3521;12.7683;0.08038
90.3;-0.3833;12.5468;0.08908;-0.3521;12.7920;0.08037
90.4;-0.3833;12.5717;0.08909;-0.3521;12.8156;0.08035
90.5;-0.3833;12.5965;0.08909;-0.3521;12.8392;0.08034
90.6;-0.3833;12.6213;0.08910;-0.3521;12.8628;0.08033
90.7;-0.3833;12.6461;0.08911;-0.3521;12.8864;0.08032
90.8;-0.3833;12.6709;0.08912;-0.3521;12.9099;0.08031
90.9;-0.3833;12.6957;0.08912;-0.3521;12.9334;0.08030
91.0;-0.3833;12.7205;0.08913;-0.3521;12.9569;0.08030
91.1;-0.3833;12.7453;0.08914;-0.3521;12.9804;0.08029
91.2;-0.3833;12.7700;0.08915;-0.3521;13.0038;0.08028
91.3;-0.3833;12.7948;0.08916;-0.3521;13.0273;0.08027
91.4;-0.3833;12.8196;0.08917;-0.3521;13.0507;0.08027
91.5;-0.3833;12.8443;0.08918;-0.3521;13.0742;0.08026
91.6;-0.3833;12.8691;0.08919;-0.3521;13.0976;0.08026
91.7;-0.3833;12.8939;0.08920;-0.3521;13.1209;0.08025
91.8;-0.3833;12.9186;0.08921;-0.3521;13.1443;0.08025
91.9;-0.3833;12.9434;0.08922;-0.3521;13.1677;0.08025
92.0;-0.3833;12.9681;0.08923;-0.3521;13.1910;0.08025
92.1;-0.3833;12.9929;0.08924;-0.3521;13.2143;0.08025
92.2;-0.3833;13.0177;0.08925;-0.3521;13.2376;0.08024
92.3;-0.3833;13.0424;0.08926;-0.3521;13.2609;0.08024
92.4;-0.3833;13.0672;0.08927;-0.3521;13.2842;0.08024
92.5;-0.3833;13.0920;0.08928;-0.3521;13.3075;0.08025
92.6;-0.3833;13.1167;0.08930;-0.3521;13.3308;0.08025
92.7;-0.3833;13.1415;0.08931;-0.3521;13.3541;0.08025
92.8;-0.3833;13.1663;0.08932;-0.3521;13.3773;0.08025
92.9;-0.3833;13.1911;0.08933;-0.3521;13.4006;0.08026
93.0;-0.3833;13.2158;0.08934;-0.3521;13.4239;0.08026
93.1;-0.3833;13.2406;0.08936;-0.3521;13.4472;0.08027
93.2;-0.3833;13.2654;0.08937;-0.3521;13.4705;0.08027
93.3;-0.3833;13.2902;0.08938;-0.3521;13.4937;0.08028
93.4;-0.3833;13.3151;0.08940;-0.3521;13.5171;0.08028
93.5;-0.3833;13.3399;0.08941;-0.3521;13.5404;0.08029
93.6;-0.3833;13.3647;0.08942;-0.3521;13.5637;0.08030
93.7;-0.3833;13.3896;0.08944;-0.3521;13.5870;0.08031
93.8;-0.3833;13.4145;0.08945;-0.3521;13.6104;0.08032
93.9;-0.3833;13.4394;0.08947;-0.3521;13.6338;0.08033
94.0;-0.3833;13.4643;0.08948;-0.3521;13.6572;0.08034
94.1;-0.3833;13.4892;0.08949;-0.3521;13.6806;0.08035
94.2;-0.3833;13.5142;0.08951;-0.3521;13.7041;0.08036
94.3;-0.3833;13.5391;0.08952;-0.3521;13.7275;0.08037
94.4;-0.3833;13.5641;0.08954;-0.3521;13.7510;0.08038
94.5;-0.3833;13.5892;0.08955;-0.3521;13.7746;0.08040
94.6;-0.3833;13.6142;0.08957;-0.3521;13.7981;0.08041
94.7;-0.3833;13.6393;0.08959;-0.3521;13.8217;0.08043
94.8;-0.3833;13.6644;0.08960;-0.3521;13.8454;0.08044
94.9;-0.3833;13.6895;0.08962;-0.3521;13.8691;0.08046
95.0;-0.3833;13.7146;0.08963;-0.3521;13.8928;0.08047
95.1;-0.3833;13.7398;0.08965;-0.3521;13.9165;0.08049
95.2;-0.3833;13.7650;0.08967;-0.3521;13.9403;0.08051
95.3;-0.3833;13.7902;0.08968;-0.3521;13.9642;0.08052
95.4;-0.3833;13.8155;0.08970;-0.3521;13.9881;0.08054
95.5;-0.3833;13.8408;0.08972;-0.3521;14.0120;0.08056
95.6;-0.3833;13.8661;0.08974;-0.3521;14.0360;0.08058
95.7;-0.3833;13.8914;0.08975;-0.3521;14.0600;0.08060
95.8;-0.3833;13.9168;0.08977;-0.3521;14.0841;0.08062
95.9;-0.3833;13.9422;0.08979;-0.3521;14.1083;0.08064
96.0;-0.3833;13.9676;0.08981;-0.3521;14.1325;0.08067
96.1;-0.3833;13.9931;0.08983;-0.3521;14.1567;0.08069
96.2;-0.3833;14.0186;0.08984;-0.3521;14.1811;0.08071
96.3;-0.3833;14.0441;0.08986;-0.3521;14.2055;0.08073
96.4;-0.3833;14.0697;0.08988;-0.3521;14.2299;0.08076
96.5;-0.3833;14.0953;0.08990;-0.3521;14.2544;0.08078
96.6;-0.3833;14.1209;0.08992;-0.3521;14.2790;0.08081
96.7;-0.3833;14.1466;0.08994;-0.3521;14.3037;0.08083
96.8;-0.3833;14.1724;0.08996;-0.3521;14.3284;0.08086
96.9;-0.3833;14.1981;0.08998;-0.3521;14.3533;0.08089
97.0;-0.3833;14.2239;0.09000;-0.3521;14.3782;0.08092
97.1;-0.3833;14.2498;0.09002;-0.3521;14.4031;0.08094
97.2;-0.3833;14.2757;0.09004;-0.3521;14.4282;0.08097
97.3;-0.3833;14.3016;0.09006;-0.3521;14.4533;0.08100
97.4;-0.3833;14.3276;0.09008;-0.3521;14.4785;0.08103
97.5;-0.3833;14.3537;0.09010;-0.3521;14.5038;0.08106
97.6;-0.3833;14.3798;0.09012;-0.3521;14.5292;0.08109
97.7;-0.3833;14.4059;0.09015;-0.3521;14.5547;0.08112
97.8;-0.3833;14.4321;0.09017;-0.3521;14.5802;0.08116
97.9;-0.3833;14.4584;0.09019;-0.3521;14.6058;0.08119
98.0;-0.3833;14.4848;0.09021;-0.3521;14.6316;0.08122
98.1;-0.3833;14.5112;0.09023;-0.3521;14.6574;0.08125
98.2;-0.3833;14.5376;0.09026;-0.3521;14.6832;0.08129
98.3;-0.3833;14.5642;0.09028;-0.3521;14.7092;0.08132
98.4;-0.3833;14.5908;0.09030;-0.3521;14.7353;0.08136
98.5;-0.3833;14.6174;0.09033;-0.3521;14.7614;0.08139
98.6;-0.3833;14.6442;0.09035;-0.3521;14.7877;0.08143
98.7;-0.3833;14.6710;0.09037;-0.3521;14.8140;0.08146
98.8;-0.3833;14.6979;0.09040;-0.3521;14.8404;0.08150
98.9;-0.3833;14.7248;0.09042;-0.3521;14.8669;0.08154
99.0;-0.3833;14.7519;0.09044;-0.3521;14.8934;0.08157
99.1;-0.3833;14.7790;0.09047;-0.3521;14.9201;0.08161
99.2;-0.3833;14.8062;0.09049;-0.3521;14.9468;0.08165
99.3;-0.3833;14.8334;0.09052;-0.3521;14.9736;0.08169
99.4;-0.3833;14.8608;0.09054;-0.3521;15.0005;0.08173
99.5;-0.3833;14.8882;0.09057;-0.3521;15.0275;0.08177
99.6;-0.3833;14.9157;0.09059;-0.3521;15.0546;0.08181
99.7;-0.3833;14.9434;0.09062;-0.3521;15.0818;0.08185
99.8;-0.3833;14.9711;0.09064;-0.3521;15.1090;0.08189
99.9;-0.3833;14.9989;0.09067;-0.3521;15.1363;0.08194
100.0;-0.3833;15.0267;0.09069;-0.3521;15.1637;0.08198
100.1;-0.3833;15.0547;0.09072;-0.3521;15.1912;0.08202
100.2;-0.3833;15.0828;0.09075;-0.3521;15.2187;0.08206
100.3;-0.3833;15.1109;0.09077;-0.3521;15.2463;0.08211
100.4;-0.3833;15.1392;0.09080;-0.3521;15.2740;0.08215
100.5;-0.3833;15.1676;0.09083;-0.3521;15.3018;0.08220
100.6;-0.3833;15.1960;0.09085;-0.3521;15.3297;0.08224
100.7;-0.3833;15.2246;0.09088;-0.3521;15.3576;0.08229
100.8;-0.3833;15.2532;0.09091;-0.3521;15.3856;0.08233
100.9;-0.3833;15.2819;0.09093;-0.3521;15.4137;0.08238
101.0;-0.3833;15.3108;0.09096;-0.3521;15.4419;0.08243
101.1;-0.3833;15.3397;0.09099;-0.3521;15.4701;0.08247
101.2;-0.3833;15.3687;0.09102;-0.3521;15.4985;0.08252
101.3;-0.3833;15.3979;0.09105;-0.3521;15.5268;0.08257
101.4;-0.3833;15.4271;0.09107;-0.3521;15.5553;0.08262
101.5;-0.3833;15.4564;0.09110;-0.3521;15.5838;0.08267
101.6;-0.3833;15.4858;0.09113;-0.3521;15.6125;0.08272
101.7;-0.3833;15.5154;0.09116;-0.3521;15.6412;0.08277
101.8;-0.3833;15.5450;0.09119;-0.3521;15.6699;0.08281
101.9;-0.3833;15.5747;0.09122;-0.3521;15.6987;0.08287
102.0;-0.3833;15.6046;0.09125;-0.3521;15.7276;0.08292
102.1;-0.3833;15.6345;0.09128;-0.3521;15.7566;0.08297
102.2;-0.3833;15.6646;0.09131;-0.3521;15.7857;0.08302
102.3;-0.3833;15.6947;0.09133;-0.3521;15.8148;0.08307
102.4;-0.3833;15.7250;0.09136;-0.3521;15.8440;0.08312
102.5;-0.3833;15.7553;0.09139;-0.3521;15.8732;0.08317
102.6;-0.3833;15.7858;0.09142;-0.3521;15.9026;0.08322
102.7;-0.3833;15.8164;0.09146;-0.3521;15.9320;0.08328
102.8;-0.3833;15.8470;0.09149;-0.3521;15.9615;0.08333
102.9;-0.3833;15.8778;0.09152;-0.3521;15.9910;0.08338
103.0;-0.3833;15.9087;0.09155;-0.3521;16.0206;0.08343
103.1;-0.3833;15.9396;0.09158;-0.3521;16.0503;0.08349
103.2;-0.3833;15.9707;0.09161;-0.3521;16.0801;0.08354
103.3;-0.3833;16.0019;0.09164;-0.3521;16.1099;0.08359
103.4;-0.3833;16.0332;0.09167;-0.3521;16.1398;0.08365
103.5;-0.3833;16.0645;0.09170;-0.3521;16.1697;0.08370
103.6;-0.3833;16.0960;0.09173;-0.3521;16.1997;0.08376
103.7;-0.3833;16.1276;0.09177;-0.3521;16.2298;0.08381
103.8;-0.3833;16.1593;0.09180;-0.3521;16.2600;0.08386
103.9;-0.3833;16.1910;0.09183;-0.3521;16.2902;0.08392
104.0;-0.3833;16.2229;0.09186;-0.3521;16.3204;0.08397
104.1;-0.3833;16.2549;0.09190;-0.3521;16.3508;0.08403
104.2;-0.3833;16.2870;0.09193;-0.3521;16.3812;0.08408
104.3;-0.3833;16.3191;0.09196;-0.3521;16.4117;0.08414
104.4;-0.3833;16.3514;0.09199;-0.3521;16.4422;0.08419
104.5;-0.3833;16.3837;0.09203;-0.3521;16.4728;0.08425
104.6;-0.3833;16.4162;0.09206;-0.3521;16.5035;0.08431
104.7;-0.3833;16.4488;0.09209;-0.3521;16.5342;0.08436
104.8;-0.3833;16.4814;0.09213;-0.3521;16.5650;0.08442
104.9;-0.3833;16.5142;0.09216;-0.3521;16.5959;0.08447
105.0;-0.3833;16.5470;0.09219;-0.3521;16.6268;0.08453
105.1;-0.3833;16.5800;0.09223;-0.3521;16.6579;0.08458
105.2;-0.3833;16.6131;0.09226;-0.3521;16.6889;0.08464
105.3;-0.3833;16.6462;0.09229;-0.3521;16.7201;0.08470
105.4;-0.3833;16.6795;0.09233;-0.3521;16.7513;0.08475
105.5;-0.3833;16.7129;0.09236;-0.3521;16.7826;0.08481
105.6;-0.3833;16.7464;0.09240;-0.3521;16.8139;0.08487
105.7;-0.3833;16.7800;0.09243;-0.3521;16.8454;0.08493
105.8;-0.3833;16.8137;0.09247;-0.3521;16.8769;0.08498
105.9;-0.3833;16.8475;0.09250;-0.3521;16.9084;0.08504
106.0;-0.3833;16.8814;0.09254;-0.3521;16.9401;0.08510
106.1;-0.3833;16.9154;0.09257;-0.3521;16.9718;0.08516
106.2;-0.3833;16.9496;0.09261;-0.3521;17.0036;0.08521
106.3;-0.3833;16.9838;0.09264;-0.3521;17.0355;0.08527
106.4;-0.3833;17.0182;0.09268;-0.3521;17.0674;0.08533
106.5;-0.3833;17.0527;0.09271;-0.3521;17.0995;0.08539
106.6;-0.3833;17.0873;0.09275;-0.3521;17.1316;0.08545
106.7;-0.3833;17.1220;0.09278;-0.3521;17.1637;0.08551
106.8;-0.3833;17.1569;0.09282;-0.3521;17.1960;0.08557
106.9;-0.3833;17.1918;0.09286;-0.3521;17.2283;0.08562
107.0;-0.3833;17.2269;0.09289;-0.3521;17.2607;0.08568
107.1;-0.3833;17.2620;0.09293;-0.3521;17.2931;0.08574
107.2;-0.3833;17.2973;0.09296;-0.3521;17.3256;0.08580
107.3;-0.3833;17.3327;0.09300;-0.3521;17.3582;0.08586
107.4;-0.3833;17.3683;0.09304;-0.3521;17.3909;0.08592
107.5;-0.3833;17.4039;0.09307;-0.3521;17.4237;0.08599
107.6;-0.3833;17.4397;0.09311;-0.3521;17.4565;0.08605
107.7;-0.3833;17.4755;0.09315;-0.3521;17.4894;0.08611
107.8;-0.3833;17.5115;0.09318;-0.3521;17.5224;0.08617
107.9;-0.3833;17.5476;0.09322;-0.3521;17.5554;0.08623
108.0;-0.3833;17.5839;0.09326;-0.3521;17.5885;0.08629
108.1;-0.3833;17.6202;0.09329;-0.3521;17.6217;0.08635
108.2;-0.3833;17.6567;0.09333;-0.3521;17.6550;0.08641
108.3;-0.3833;17.6932;0.09337;-0.3521;17.6884;0.08648
108.4;-0.3833;17.7299;0.09341;-0.3521;17.7218;0.08654
108.5;-0.3833;17.7668;0.09344;-0.3521;17.7553;0.08660
108.6;-0.3833;17.8037;0.09348;-0.3521;17.7889;0.08666
108.7;-0.3833;17.8407;0.09352;-0.3521;17.8226;0.08673
108.8;-0.3833;17.8779;0.09356;-0.3521;17.8564;0.08679
108.9;-0.3833;17.9152;0.09359;-0.3521;17.8903;0.08685
109.0;-0.3833;17.9526;0.09363;-0.3521;17.9242;0.08691
109.1;-0.3833;17.9901;0.09367;-0.3521;17.9583;0.08698
109.2;-0.3833;18.0277;0.09371;-0.3521;17.9924;0.08704
109.3;-0.3833;18.0654;0.09375;-0.3521;18.0267;0.08710
109.4;-0.3833;18.1033;0.09378;-0.3521;18.0610;0.08717
109.5;-0.3833;18.1412;0.09382;-0.3521;18.0954;0.08723
109.6;-0.3833;18.1792;0.09386;-0.3521;18.1299;0.08730
109.7;-0.3833;18.2174;0.09390;-0.3521;18.1645;0.08736
109.8;-0.3833;18.2556;0.09394;-0.3521;18.1992;0.08742
109.9;-0.3833;18.2940;0.09397;-0.3521;18.2340;0.08749
110.0;-0.3833;18.3324;0.09401;-0.3521;18.2689;0.08755
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
